packet_board_id,review_order,board_words,solution_groups,unique_clear_grouping,fair_not_forced,labels_feel_natural,aha_satisfaction,publishable,notes
blind_board_011,11,CAB | GUITAR | COUNT | FAINT | LAMP | NOBLE | DIZZY | GRAND | LOFTY | SOFT | GIRAFFE | BOTTLE | LIGHT | GREAT | MILD | DUKE,"THINGS WITH NECKS: LAMP, GUITAR, BOTTLE, GIRAFFE || MAGNANIMOUS: NOBLE, GRAND, LOFTY, GREAT || FIRST NAMES IN JAZZ: CAB, COUNT, DIZZY, DUKE || DELICATE: LIGHT, FAINT, SOFT, MILD",,,,,,
blind_board_012,12,DROOL | GINGERBREAD | FULL | GLADIATOR | HELD | TALK | SNORE | DREAM | POSSESSED | HAD | ALIEN | WICKED | WHITE | BORE | HAUNTED | VENOM,"OWNED: BORE, HELD, HAD, POSSESSED || MOVIE SERIES WITH 2024 RELEASES: GLADIATOR, ALIEN, WICKED, VENOM || THINGS YOU MIGHT DO IN YOUR SLEEP: SNORE, TALK, DREAM, DROOL || ___ HOUSE: GINGERBREAD, FULL, WHITE, HAUNTED",,,,,,
blind_board_013,13,CIRCLE | SOS | STAY | SIGNAL | TRIANGLE | ROOSTER | BUNK | UMBRELLA | SLEEP | WORM | DEW | ALARM | CRASH | STAR | FLARE | SUNRISE,"SPEND THE NIGHT (AT): STAY, CRASH, BUNK, SLEEP || ASSOCIATED WITH EARLY MORNING: SUNRISE, ROOSTER, WORM, DEW || ALERT: ALARM, FLARE, SIGNAL, SOS || COOKIE CUTTER SHAPES IN “SQUID GAME”: UMBRELLA, TRIANGLE, STAR, CIRCLE",,,,,,
blind_board_014,14,EQUITY | RITZ | RAISE | OVERLOOK | DISCOUNT | PLAZA | CLUB | PROMOTION | IGNORE | BONUS | GOLDFISH | PUG | ELOISE | FORGET | TURTLE | ANIMAL,"FEATURED IN “ELOISE”: ELOISE, PLAZA, TURTLE, PUG || KINDS OF CRACKERS: ANIMAL, RITZ, GOLDFISH, CLUB || DISREGARD: OVERLOOK, FORGET, IGNORE, DISCOUNT || GOOD THINGS TO GET AT WORK: BONUS, EQUITY, PROMOTION, RAISE",,,,,,
blind_board_015,15,SNUFFY | MEADOW | COOKIE | KATIE | CECE | GRAMMY | COUNT | JUNIOR | CUZ | POP | MUMMY | EDIE | EMMY | TONY | CARMELA | OSCAR,"SOPRANOS: MEADOW, TONY, JUNIOR, CARMELA || FAMILIAL NICKNAMES: MUMMY, CUZ, GRAMMY, POP || “SESAME STREET” CHARACTERS: SNUFFY, OSCAR, COUNT, COOKIE || NAMES THAT SOUND LIKE TWO LETTERS: EDIE, EMMY, CECE, KATIE",,,,,,
blind_board_016,16,BUCK | TRUMPET | HEEL | STICKER | HOLE | BUTTON | MOREL | BELLY | SOLE | CLAM | ARCH | SINGLE | BALL | SMACKER | LUCK | OYSTER,"POT___: HOLE, LUCK, STICKER, BELLY || ONE DOLLAR: BUCK, CLAM, SINGLE, SMACKER || KINDS OF MUSHROOMS: TRUMPET, BUTTON, MOREL, OYSTER || PARTS OF A FOOT: BALL, ARCH, SOLE, HEEL",,,,,,
blind_board_017,17,OPAL | RUBY | VENUS | MERCURY | TOPAZ | SNOW | JADE | RAPHAEL | SNIP | LEONARDO | DONATELLO | MICHELANGELO | SNAP | MARS | SNUG | EARTH,"Gemstones: JADE, OPAL, RUBY, TOPAZ || Planets: MERCURY, EARTH, MARS, VENUS || Teenage Mutant Ninja Turtles: DONATELLO, RAPHAEL, LEONARDO, MICHELANGELO || Starts with SN: SNAP, SNUG, SNIP, SNOW",,,,,,
blind_board_018,18,SHADE | DETECTIVE | CHALLENGE | TINGE | CONTEST | DISPUTE | HUE | QUESTION | MATCH | SUSPECT | CLUE | CHORD | POSE | TONE | ALIBI | DEAL,"COMPONENTS OF A MYSTERY: ALIBI, CLUE, SUSPECT, DETECTIVE || TAKE ISSUE WITH: CHALLENGE, DISPUTE, QUESTION, CONTEST || TINT: TINGE, TONE, SHADE, HUE || STRIKE A ___: POSE, CHORD, MATCH, DEAL",,,,,,
blind_board_019,19,CLYDE | VENUS | RAKE | MARS | BLINKY | RUBY | PINKY | TOPAZ | EARTH | BAKE | JADE | OPAL | CAKE | INKY | LAKE | MERCURY,"Ends with -AKE: BAKE, CAKE, RAKE, LAKE || Planets: MERCURY, EARTH, MARS, VENUS || Pac-Man ghosts: CLYDE, BLINKY, PINKY, INKY || Gemstones: JADE, OPAL, RUBY, TOPAZ",,,,,,
blind_board_020,20,BOCK | TRADE | HEDGE | STOUT | CAPITOL | SHORT | FIELD | ONION | TACKLE | BITTER | TEAPOT | MANAGE | CHROME | HOLD | HANDLE | SOUR,"INVESTMENT VERBS: TRADE, SHORT, HOLD, HEDGE || ___ DOME: CHROME, ONION, TEAPOT, CAPITOL || DEAL WITH: HANDLE, FIELD, TACKLE, MANAGE || STYLES OF BEER: BOCK, STOUT, SOUR, BITTER",,,,,,
blind_board_021,21,RUBY | CASH | OPAL | RAPHAEL | MARS | DASH | MERCURY | LEONARDO | MASH | MICHELANGELO | EARTH | BASH | DONATELLO | JADE | TOPAZ | VENUS,"Gemstones: JADE, OPAL, RUBY, TOPAZ || Planets: MERCURY, EARTH, MARS, VENUS || Ends with -ASH: DASH, CASH, MASH, BASH || Teenage Mutant Ninja Turtles: DONATELLO, RAPHAEL, LEONARDO, MICHELANGELO",,,,,,
blind_board_022,22,TAP | NAIL | FAST | LIFT | CRUSH | JAZZ | KNUCKLE | PALM | MODERN | SWING | SCREW | ROCK | ACE | CURVE | POCKET | SWIPE,"PERFORM WELL ON: ACE, CRUSH, NAIL, ROCK || ___BALL PITCHES: SCREW, CURVE, KNUCKLE, FAST || STEAL: POCKET, LIFT, SWIPE, PALM || DANCE STYLES: SWING, JAZZ, MODERN, TAP",,,,,,
blind_board_023,23,BROOD | LITTER | CABBAGE | SOUL | WORK | ROUGH | REFLECT | PONDER | CRAFT | POINT | NICOTINE | INTERRUPT | STARE | MUSE | TRADE | LINE,"CONTEMPLATE: REFLECT, PONDER, MUSE, BROOD || RUDE THINGS TO DO: STARE, LITTER, INTERRUPT, POINT || VOCATION: WORK, CRAFT, TRADE, LINE || ___ PATCH: CABBAGE, SOUL, ROUGH, NICOTINE",,,,,,
blind_board_024,24,IMPULSE | SPINE | TABLES | TIDE | THORN | SPUR | DRIVE | ITCH | PAGE | TRACK | LABEL | ALBUM | CORNER | ARTIST | STICKER | URGE,"BARB: STICKER, SPUR, THORN, SPINE || TURN THE ___: PAGE, TABLES, TIDE, CORNER || DESIRE: URGE, ITCH, DRIVE, IMPULSE || INFO ON A RECORD: ALBUM, TRACK, ARTIST, LABEL",,,,,,
blind_board_025,25,SNUG | PROPOSAL | POSSESSIVE | APOLOGY | GUILD | PRAYER | DUBBING | SLEEK | FOOT | QUOTATION | SLINKY | UNION | LEAGUE | CONTRACTION | ASSOCIATION | CLINGY,"CLOSE-FITTING: SNUG, SLINKY, SLEEK, CLINGY || ALLIANCE: LEAGUE, GUILD, ASSOCIATION, UNION || WHAT AN APOSTROPHE MIGHT INDICATE: QUOTATION, CONTRACTION, FOOT, POSSESSIVE || OCCASIONS WHEN ONE MIGHT KNEEL: PRAYER, DUBBING, PROPOSAL, APOLOGY",,,,,,
blind_board_026,26,TANG | ONCE | TWICE | FLUKE | REAL | GOING | POUND | WORLD | YUAN | SOL | SOLE | SOLO | DIVA | SOLD | MULLET | BUTTER,"WORDS IN AN AUCTION-ENDING PHRASE: SOLD, TWICE, GOING, ONCE || FISH: MULLET, SOLE, FLUKE, TANG || GLOBAL CURRENCIES: SOL, POUND, YUAN, REAL || WORDS BEFORE “CUP”: DIVA, WORLD, SOLO, BUTTER",,,,,,
blind_board_027,27,PERFECT | POCKET | FRIEND | COUNTRYMAN | MINT | ROMAN | RESIDENT | EAR | ATTENDING | NEW | TOWN | UNUSED | FELLOW | TIMES | INTERN | ORIGINAL,"SINGULAR NOUN IN A FAMOUS “JULIUS CAESAR” LINE: COUNTRYMAN, EAR, ROMAN, FRIEND || ___ SQUARE: POCKET, TIMES, TOWN, PERFECT || IN PRISTINE CONDITION: MINT, ORIGINAL, NEW, UNUSED || MEDICAL ROLES: ATTENDING, FELLOW, INTERN, RESIDENT",,,,,,
blind_board_028,28,CARPENTRY | CROQUET | CROCODILE | LAUREL | POLO PLAYER | PAPER | WHAC-A-MOLE | BROADCAST | SWOOSH | HAIR | HERALD | XYLOPHONE | DECLARE | ALLIGATOR | TRUMPET | VIDEO,"THINGS INVOLVING MALLETS: WHAC-A-MOLE, XYLOPHONE, CARPENTRY, CROQUET || ANNOUNCE: BROADCAST, TRUMPET, DECLARE, HERALD || ___ CLIP: ALLIGATOR, PAPER, HAIR, VIDEO || ICON EMBROIDERED ON A POLO SHIRT: CROCODILE, SWOOSH, POLO PLAYER, LAUREL",,,,,,
