packet_board_id,review_order,board_words,solution_groups,unique_clear_grouping,fair_not_forced,labels_feel_natural,aha_satisfaction,publishable,notes
blind_board_023,23,PEEL | OPAL | TOPAZ | BLINKY | SNUG | INKY | SNOW | SNIP | JADE | HEEL | REEL | KEEL | PINKY | CLYDE | SNAP | RUBY,"Pac-Man ghosts: PINKY, INKY, CLYDE, BLINKY || Rhymes with -EEL: KEEL, PEEL, HEEL, REEL || Starts with SN: SNAP, SNUG, SNIP, SNOW || Gemstones: JADE, OPAL, RUBY, TOPAZ",,,,,,
blind_board_024,24,TICK | CLOCK | ANT | CROSS | STRIKE | CRUMPLE | CLIP | SCRUNCH | CHECK | BUCKLE | BRANCH | MELTING | WAD | BALL | SNAP | HOOK,"FASTENERS: CLIP, BUCKLE, SNAP, HOOK || DEPICTED IN DALÍ’S “THE PERSISTENCE OF MEMORY”: BRANCH, ANT, MELTING, CLOCK || CRUSH INTO A COMPACT SHAPE: BALL, WAD, CRUMPLE, SCRUNCH || MARK AS COMPLETED: CHECK, TICK, CROSS, STRIKE",,,,,,
blind_board_025,25,MASH | CASH | DASH | BASH | JADE | BAKE | MARS | MERCURY | CAKE | LAKE | RAKE | RUBY | TOPAZ | EARTH | OPAL | VENUS,"Planets: MERCURY, EARTH, MARS, VENUS || Ends with -AKE: BAKE, CAKE, RAKE, LAKE || Rhymes with -ASH: BASH, CASH, DASH, MASH || Gemstones: JADE, OPAL, RUBY, TOPAZ",,,,,,
blind_board_026,26,CASH | MARS | HEEL | KEEL | OPAL | VENUS | MASH | PEEL | TOPAZ | JADE | REEL | RUBY | EARTH | DASH | BASH | MERCURY,"Gemstones: JADE, OPAL, RUBY, TOPAZ || Planets: MERCURY, EARTH, MARS, VENUS || Ends with -ASH: DASH, CASH, MASH, BASH || Rhymes with -EEL: KEEL, PEEL, HEEL, REEL",,,,,,
blind_board_027,27,KEEL | SNOW | VENUS | RAPHAEL | LEONARDO | MICHELANGELO | DONATELLO | HEEL | PEEL | SNUG | SNIP | REEL | MERCURY | EARTH | MARS | SNAP,"Teenage Mutant Ninja Turtles: MICHELANGELO, LEONARDO, DONATELLO, RAPHAEL || Rhymes with -EEL: KEEL, PEEL, HEEL, REEL || Planets: MARS, EARTH, VENUS, MERCURY || Starts with SN: SNAP, SNUG, SNIP, SNOW",,,,,,
blind_board_028,28,LAMP | EARRING | BLUE | BULL | RUN | HEAD | TIRE | ERASER | VELVET | GALOSH | DIRECT | LEAD | CROSS | BALLOON | WISHES | HERRING,"RED ___: HERRING, BULL, VELVET, CROSS || ASSOCIATED WITH THE GENIE IN “ALADDIN”: LAMP, EARRING, WISHES, BLUE || THINGS MADE OF RUBBER: GALOSH, TIRE, ERASER, BALLOON || BE IN CHARGE OF: HEAD, RUN, DIRECT, LEAD",,,,,,
blind_board_029,29,EARTH | PINKY | CLYDE | KEEL | BLINKY | MERCURY | MARS | INKY | SNOW | REEL | SNAP | HEEL | VENUS | SNUG | SNIP | PEEL,"Rhymes with -EEL: KEEL, PEEL, HEEL, REEL || Planets: MARS, EARTH, VENUS, MERCURY || Starts with SN: SNAP, SNUG, SNIP, SNOW || Pac-Man ghosts: PINKY, INKY, CLYDE, BLINKY",,,,,,
blind_board_030,30,RELATE | FELLOW | EQUATE | BOW | AFFILIATE | CHUM | LEGS | LIBERTY | WINGS | BAIT | STORM | ASSOCIATE | SUN | LURE | FLY | HORN,"THINK OF TOGETHER: AFFILIATE, RELATE, EQUATE, ASSOCIATE || W.N.B.A. TEAMS: LIBERTY, SUN, WINGS, STORM || LONG___: BOW, FELLOW, HORN, LEGS || WAYS TO ATTRACT FISH: CHUM, LURE, BAIT, FLY",,,,,,
blind_board_031,31,CLOVE | GRUMBLE | STALK | SPEAR | CARP | BELLYACHE | BLINDFOLD | RESOLUTION | ROBE | RAM | CRAB | STORAGE | SCALES | SWORD | FLORET | SPEED,"LAPTOP SPECS: STORAGE, SPEED, RESOLUTION, RAM || VEGETABLE UNITS: FLORET, SPEAR, CLOVE, STALK || COMPLAIN: GRUMBLE, CRAB, CARP, BELLYACHE || FEATURES OF JUSTICE PERSONIFIED: BLINDFOLD, ROBE, SCALES, SWORD",,,,,,
blind_board_032,32,MICHELANGELO | MARS | MERCURY | SNOW | CASH | VENUS | DASH | SNUG | LEONARDO | SNAP | EARTH | BASH | RAPHAEL | MASH | DONATELLO | SNIP,"Planets: MARS, EARTH, VENUS, MERCURY || Teenage Mutant Ninja Turtles: MICHELANGELO, LEONARDO, DONATELLO, RAPHAEL || Starts with SN: SNAP, SNUG, SNIP, SNOW || Rhymes with -ASH: BASH, CASH, DASH, MASH",,,,,,
blind_board_033,33,BARB | MINIATURE | FIGURE | SHOVEL | DIG | OCTOPUS | SAND | SLIGHT | PEPPER | MODEL | SALT | DOLL | CRACK | WHO | NO | PLOW,"USED TO CLEAR SNOW: SAND, SHOVEL, PLOW, SALT || SMALL LIKENESS: MINIATURE, FIGURE, MODEL, DOLL || PUTDOWN: DIG, SLIGHT, CRACK, BARB || DOCTORS IN POP CULTURE: NO, PEPPER, WHO, OCTOPUS",,,,,,
blind_board_034,34,FISH | CLOISTER | SEPARATE | PROMO | HUNT | SILO | TRACTOR | GATHER | RAVEN | FARM | DISCOG | BALLY | AXLES | HITCH | SECLUDE | TRAILER,"WAYS TO GET FOOD: GATHER, FISH, FARM, HUNT || KEEP APART: SILO, SEPARATE, CLOISTER, SECLUDE || PARTS OF A BIG RIG: HITCH, TRAILER, AXLES, TRACTOR || DANCE EVENTS PLUS A LETTER: DISCOG, RAVEN, BALLY, PROMO",,,,,,
blind_board_035,35,DASH | BASH | SNAP | JADE | OPAL | MASH | TOPAZ | CLYDE | CASH | RUBY | INKY | SNUG | BLINKY | SNOW | PINKY | SNIP,"Rhymes with -ASH: BASH, CASH, DASH, MASH || Pac-Man ghosts: PINKY, INKY, CLYDE, BLINKY || Gemstones: JADE, OPAL, RUBY, TOPAZ || Starts with SN: SNAP, SNUG, SNIP, SNOW",,,,,,
blind_board_036,36,BAR | LIGHT BULB | KNOCK-KNOCK | CHICKEN | PILLOW | YODEL | SNOWBALL | DEVIL DOG | AM | HAM | SATELLITE | WALKIE-TALKIE | WATER BALLOON | HOHO | DING DONG | FOOD,"CLASSIC JOKE STAPLES: KNOCK-KNOCK, CHICKEN, BAR, LIGHT BULB || SNACK CAKES: HOHO, YODEL, DING DONG, DEVIL DOG || KINDS OF PLAY FIGHTS: SNOWBALL, WATER BALLOON, FOOD, PILLOW || TYPES OF RADIO: WALKIE-TALKIE, HAM, SATELLITE, AM",,,,,,
blind_board_037,37,BAKE | RAKE | EARTH | MICHELANGELO | VENUS | SNOW | MERCURY | LAKE | CAKE | SNAP | MARS | SNIP | RAPHAEL | SNUG | LEONARDO | DONATELLO,"Rhymes with -AKE: RAKE, LAKE, BAKE, CAKE || Planets: MARS, EARTH, VENUS, MERCURY || Starts with SN: SNAP, SNUG, SNIP, SNOW || Teenage Mutant Ninja Turtles: MICHELANGELO, LEONARDO, DONATELLO, RAPHAEL",,,,,,
blind_board_038,38,EARTH | LAKE | BLINKY | INKY | PINKY | RAKE | BAKE | MERCURY | SNUG | CLYDE | VENUS | SNOW | SNIP | SNAP | MARS | CAKE,"Starts with SN: SNAP, SNUG, SNIP, SNOW || Pac-Man ghosts: PINKY, INKY, CLYDE, BLINKY || Planets: MARS, EARTH, VENUS, MERCURY || Rhymes with -AKE: RAKE, LAKE, BAKE, CAKE",,,,,,
blind_board_039,39,SNUG | BLINKY | CASH | MARS | MERCURY | SNOW | BASH | CLYDE | SNIP | PINKY | INKY | MASH | VENUS | DASH | SNAP | EARTH,"Starts with SN: SNAP, SNUG, SNIP, SNOW || Rhymes with -ASH: BASH, CASH, DASH, MASH || Planets: MARS, EARTH, VENUS, MERCURY || Pac-Man ghosts: PINKY, INKY, CLYDE, BLINKY",,,,,,
blind_board_040,40,SIGN | INSURANCE | INVOICE | VACATION | BANKNOTE | SALARY | CUT | GIVEAWAY | BEAK | TELL | WILLIAM | BONUS | DEAL | FAN | FLAG | SHUFFLE,"WHAT “BILL” MIGHT REFER TO: BEAK, BANKNOTE, INVOICE, WILLIAM || THINGS TO DO WITH A DECK OF CARDS: CUT, SHUFFLE, DEAL, FAN || PARTS OF A COMPENSATION PACKAGE: INSURANCE, VACATION, SALARY, BONUS || INDICATION: TELL, SIGN, FLAG, GIVEAWAY",,,,,,
